CREATURE,,
Zygarde Complete Forme,type,DRAGON GROUND
Diancie,type,ROCK FAIRY
Diancie Mega Diancie,type,ROCK FAIRY
Hoopa Hoopa Confined,type,PSYCHIC GHOST
Hoopa Hoopa Unbound,type,PSYCHIC DARK
Volcanion,type,FIRE WATER
Rowlet,type,GRASS FLYING
Dartrix,type,GRASS FLYING
Decidueye,type,GRASS GHOST
Litten,type,FIRE
Torracat,type,FIRE
Incineroar,type,FIRE DARK
Popplio,type,WATER
Brionne,type,WATER
Primarina,type,WATER FAIRY
Pikipek,type,NORMAL FLYING
Trumbeak,type,NORMAL FLYING
Toucannon,type,NORMAL FLYING
Yungoos,type,NORMAL
Gumshoos,type,NORMAL
Grubbin,type,BUG
Charjabug,type,BUG ELECTRIC
Vikavolt,type,BUG ELECTRIC
Crabrawler,type,FIGHTING
Crabominable,type,FIGHTING ICE
Oricorio Baile Style,type,FIRE FLYING
Oricorio Pom-Pom Style,type,ELECTRIC FLYING
Oricorio Pa'u Style,type,PSYCHIC FLYING
Oricorio Sensu Style,type,GHOST FLYING
Cutiefly,type,BUG FAIRY
Ribombee,type,BUG FAIRY
Rockruff,type,ROCK
Lycanroc Midday Form,type,ROCK
Lycanroc Midnight Form,type,ROCK
Lycanroc Dusk Form,type,ROCK
Wishiwashi Solo Form,type,WATER
Wishiwashi School Form,type,WATER
Mareanie,type,POISON WATER
Toxapex,type,POISON WATER
Mudbray,type,GROUND
Mudsdale,type,GROUND
Dewpider,type,WATER BUG
Araquanid,type,WATER BUG
Fomantis,type,GRASS
Lurantis,type,GRASS
Morelull,type,GRASS FAIRY
Shiinotic,type,GRASS FAIRY
Salandit,type,POISON FIRE
Salazzle,type,POISON FIRE
Stufful,type,NORMAL FIGHTING
Bewear,type,NORMAL FIGHTING
Bounsweet,type,GRASS
Steenee,type,GRASS
Tsareena,type,GRASS
Comfey,type,FAIRY
Oranguru,type,NORMAL PSYCHIC
Passimian,type,FIGHTING
Wimpod,type,BUG WATER
Golisopod,type,BUG WATER
Sandygast,type,GHOST GROUND
Palossand,type,GHOST GROUND
Pyukumuku,type,WATER
Type: Null,type,NORMAL
Silvally,type,NORMAL
Minior Meteor Form,type,ROCK FLYING
Minior Core Form,type,ROCK FLYING
Komala,type,NORMAL
Turtonator,type,FIRE DRAGON
Togedemaru,type,ELECTRIC STEEL
Mimikyu,type,GHOST FAIRY
Bruxish,type,WATER PSYCHIC
Drampa,type,NORMAL DRAGON
Dhelmise,type,GHOST GRASS
Jangmo-o,type,DRAGON
Hakamo-o,type,DRAGON FIGHTING
Kommo-o,type,DRAGON FIGHTING
Tapu Koko,type,ELECTRIC FAIRY
Tapu Lele,type,PSYCHIC FAIRY
Tapu Bulu,type,GRASS FAIRY
Tapu Fini,type,WATER FAIRY
Cosmog,type,PSYCHIC
Cosmoem,type,PSYCHIC
Solgaleo,type,PSYCHIC STEEL
Lunala,type,PSYCHIC GHOST
Nihilego,type,ROCK POISON
Buzzwole,type,BUG FIGHTING
Pheromosa,type,BUG FIGHTING
Xurkitree,type,ELECTRIC
Celesteela,type,STEEL FLYING
Kartana,type,GRASS STEEL
Guzzlord,type,DARK DRAGON
Necrozma,type,PSYCHIC
Necrozma Dusk Mane Necrozma,type,PSYCHIC STEEL
Necrozma Dawn Wings Necrozma,type,PSYCHIC GHOST
Necrozma Ultra Necrozma,type,PSYCHIC DRAGON
Magearna,type,STEEL FAIRY
Marshadow,type,FIGHTING GHOST
Poipole,type,POISON
Naganadel,type,POISON DRAGON
Stakataka,type,ROCK STEEL
Blacephalon,type,FIRE GHOST
Zeraora,type,ELECTRIC
